Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),price(in lakhs)_Scaled
149,2014 Hyundai i10 Magna 1.1L,Dec-14,Comprehensive,Petrol,5,96593.0,First Owner,Manual,2014,1086.0,6805.0,6805.0,9904.0,2.73,-0.04686570228324252
150,2017 Hyundai Verna 1.6 VTVT SX Option,2017,Third Party insurance,Petrol,5,50000.0,First Owner,Manual,2017,17.01,1591.0,1591.0,1213.0,6.75,-0.045706439584103635
151,2022 BMW 2 Series 220i M Sport Pro BSVI,Mar-22,Comprehensive,Petrol,5,15000.0,First Owner,Automatic,2022,14.82,1998.0,1998.0,18908.0,42.0,-0.035541262931206644
152,2020 Tata Tiago XZ Plus Dual Tone Roof BSVI,Dec-20,Comprehensive,Petrol,5,27138.0,First Owner,Manual,2020,19.01,1199.0,1199.0,8482.0,5.92,-0.04594578984288107
153,2022 Maruti Baleno 1.2 Delta,Jul-22,Comprehensive,Petrol,5,15000.0,First Owner,Manual,2022,21.4,1197.0,1197.0,831.0,7.25,-0.04556225268122566
154,2018 Mercedes-Benz CLS-Class 250 CDI,2018,Third Party insurance,Diesel,4,10000.0,First Owner,Automatic,2018,19.4,2143.0,2143.0,204.0,38.0,-0.036694758154230414
155,2023 Mahindra Scorpio N Z8L AT BSVI,Jun-23,Comprehensive,Petrol,7,9000.0,First Owner,Automatic,2023,1997.0,200.0,200.0,380.0,23.45,-0.04089059702797939
156,2021 Kia Sonet HTX Plus Turbo iMT BSVI,Nov-21,Comprehensive,Petrol,5,10000.0,First Owner,Manual,2021,18.2,998.0,998.0,11836.0,10.2,-0.04471154995424563
157,2020 Kia Seltos GTX Plus Diesel AT,Nov-20,Comprehensive,Diesel,5,70000.0,First Owner,Automatic,2020,18.0,1493.0,1493.0,11343.0,14.95,-0.0433417743769049
158,2020 Mercedes-Benz C-Class Progressive C 220d,Jun-20,Comprehensive,Diesel,5,30000.0,First Owner,Automatic,2020,12.6,1950.0,1950.0,194.0,37.5,-0.036838945057108385
159,2021 Hyundai i20 N-Line N8 DCT BSVI,Feb-22,Comprehensive,Petrol,5,16684.0,First Owner,Automatic,2021,20.25,998.0,998.0,11841.0,11.11,-0.044449129791007715
160,2019 Mercedes-Benz AMG C43 4MATIC Coupe,Jul-19,Comprehensive,Petrol,5,30000.0,First Owner,Automatic,2019,2996.0,38487.0,38487.0,520.0,67.0,-0.02833191778730807
161,2012 Maruti Swift LXI BSIV,Dec-12,Comprehensive,Petrol,5,92543.0,First Owner,Manual,2012,1197.0,8180.0,8180.0,113.0,2.74,-0.04686281854518496
162,2021 Mahindra XUV700 AX7 AT Luxury Pack BSVI,Nov-21,Comprehensive,Petrol,7,25000.0,First Owner,Automatic,2021,1999.0,19713.0,19713.0,380.0,24.75,-0.04051571108049666
163,2016 Ford Ecosport 1.5 Diesel Titanium Plus,Dec-16,Comprehensive,Diesel,5,59870.0,First Owner,Manual,2016,21.7,1498.0,1498.0,9896.0,4.95,-0.04622551243446433
164,2016 Hyundai i20 Sportz 1.2,Jun-16,Comprehensive,Petrol,5,62700.0,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,5.22,-0.04614765150691023
165,2019 Kia Seltos HTX Plus AT D,Sep-19,Third Party insurance,Diesel,5,42132.0,First Owner,Automatic,2019,17.8,1493.0,1493.0,1134.0,14.75,-0.04339944913805609
166,2018 Mercedes-Benz CLA 200 CGI Sport,Jul-18,Third Party insurance,Petrol,5,32000.0,First Owner,Automatic,2018,15.04,1991.0,1991.0,183.0,25.75,-0.04022733727474072
167,2010 Maruti A-Star Zxi,Jun-10,Comprehensive,Petrol,5,58873.0,First Owner,Manual,2010,19.0,998.0,998.0,661.0,1.82,-0.04712812244648043
168,2018 Renault Duster Petrol RXS CVT,Nov-18,Comprehensive,Petrol,5,10000.0,First Owner,Automatic,2018,14.99,1498.0,1498.0,1045.0,7.95,-0.0453603910171965
169,2022 Tata Altroz XZ Plus BSVI,Sep-23,Comprehensive,Petrol,5,14069.0,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,8.24,-0.045276762613527276
170,2014 Nissan Terrano XV 110 PS Limited Edition,2014,Third Party insurance,Diesel,5,100000.0,1461 cc,2014,Power Steering,1461.0,1085.0,1085.0,248.0,6.0,-0.04592271993842059
171,2014 Renault Duster RXL AWD,Oct-14,Third Party insurance,Diesel,5,80000.0,First Owner,Manual,2014,19.01,1461.0,1461.0,10845.0,2.85,-0.04683109742655181
172,2016 Honda City i VTEC V,Mar-16,Comprehensive,Petrol,5,57453.0,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.24,-0.04585351022503916
173,2011 Ford Figo Petrol EXI,Jun-11,Comprehensive,Petrol,5,66717.0,Second Owner,Manual,2011,1196.0,70.0,70.0,102.0,70000.0,20.138513440143047
174,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Third Party insurance,Diesel,7,40000.0,Second Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,43.33,-0.03515772576955124
175,2022 Volvo XC40 T4 R-Design,Jan-22,Zero Dep,Petrol,5,16433.0,First Owner,Automatic,2022,1969.0,18740.0,18740.0,300.0,43.75,-0.035036608771133744
176,2018 BMW X1 sDrive20i xLine,Dec-18,Third Party insurance,Petrol,5,17860.0,First Owner,Automatic,2018,15.71,1998.0,1998.0,189.0,29.9,-0.03903058598085355
177,2020 Toyota Innova Crysta 2.8 ZX AT BSIV,Feb-20,Comprehensive,Diesel,7,52000.0,First Owner,Automatic,2020,11.36,2755.0,2755.0,1715.0,22.5,-0.04116455214344753
178,2020 Mercedes-Benz C-Class Progressive C 220d,Jun-20,Comprehensive,Diesel,5,30000.0,First Owner,Automatic,2020,12.6,1950.0,1950.0,194.0,37.5,-0.036838945057108385
179,2021 Hyundai i20 N-Line N8 DCT BSVI,Feb-22,Comprehensive,Petrol,5,16684.0,First Owner,Automatic,2021,20.25,998.0,998.0,11841.0,11.11,-0.044449129791007715
180,2019 Mercedes-Benz AMG C43 4MATIC Coupe,Jul-19,Comprehensive,Petrol,5,30000.0,First Owner,Automatic,2019,2996.0,38487.0,38487.0,520.0,67.0,-0.02833191778730807
181,2012 Maruti Swift LXI BSIV,Dec-12,Comprehensive,Petrol,5,92543.0,First Owner,Manual,2012,1197.0,8180.0,8180.0,113.0,2.74,-0.04686281854518496
182,2021 Mahindra XUV700 AX7 AT Luxury Pack BSVI,Nov-21,Comprehensive,Petrol,7,25000.0,First Owner,Automatic,2021,1999.0,19713.0,19713.0,380.0,24.75,-0.04051571108049666
183,2016 Ford Ecosport 1.5 Diesel Titanium Plus,Dec-16,Comprehensive,Diesel,5,59870.0,First Owner,Manual,2016,21.7,1498.0,1498.0,9896.0,4.95,-0.04622551243446433
184,2016 Hyundai i20 Sportz 1.2,Jun-16,Comprehensive,Petrol,5,62700.0,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,5.22,-0.04614765150691023
185,2019 Kia Seltos HTX Plus AT D,Sep-19,Third Party insurance,Diesel,5,42132.0,First Owner,Automatic,2019,17.8,1493.0,1493.0,1134.0,14.75,-0.04339944913805609
186,2018 Mercedes-Benz CLA 200 CGI Sport,Jul-18,Third Party insurance,Petrol,5,32000.0,First Owner,Automatic,2018,15.04,1991.0,1991.0,183.0,25.75,-0.04022733727474072
187,2010 Maruti A-Star Zxi,Jun-10,Comprehensive,Petrol,5,58873.0,First Owner,Manual,2010,19.0,998.0,998.0,661.0,1.82,-0.04712812244648043
188,2018 Renault Duster Petrol RXS CVT,Nov-18,Comprehensive,Petrol,5,10000.0,First Owner,Automatic,2018,14.99,1498.0,1498.0,1045.0,7.95,-0.0453603910171965
189,2022 Tata Altroz XZ Plus BSVI,Sep-23,Comprehensive,Petrol,5,14069.0,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,8.24,-0.045276762613527276
190,2014 Nissan Terrano XV 110 PS Limited Edition,2014,Third Party insurance,Diesel,5,100000.0,1461 cc,2014,Power Steering,1461.0,1085.0,1085.0,248.0,6.0,-0.04592271993842059
191,2014 Renault Duster RXL AWD,Oct-14,Third Party insurance,Diesel,5,80000.0,First Owner,Manual,2014,19.01,1461.0,1461.0,10845.0,2.85,-0.04683109742655181
192,2016 Honda City i VTEC V,Mar-16,Comprehensive,Petrol,5,57453.0,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.24,-0.04585351022503916
193,2011 Ford Figo Petrol EXI,Jun-11,Comprehensive,Petrol,5,66717.0,Second Owner,Manual,2011,1196.0,70.0,70.0,102.0,70000.0,20.138513440143047
194,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Third Party insurance,Diesel,7,40000.0,Second Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,43.33,-0.03515772576955124
195,2022 Volvo XC40 T4 R-Design,Jan-22,Zero Dep,Petrol,5,16433.0,First Owner,Automatic,2022,1969.0,18740.0,18740.0,300.0,43.75,-0.035036608771133744
196,2018 BMW X1 sDrive20i xLine,Dec-18,Third Party insurance,Petrol,5,17860.0,First Owner,Automatic,2018,15.71,1998.0,1998.0,189.0,29.9,-0.03903058598085355
197,2020 Toyota Innova Crysta 2.8 ZX AT BSIV,Feb-20,Comprehensive,Diesel,7,52000.0,First Owner,Automatic,2020,11.36,2755.0,2755.0,1715.0,22.5,-0.04116455214344753
198,2019 Mercedes-Benz S-Class S 350 d,Apr-20,Comprehensive,Diesel,5,27200.0,First Owner,Automatic,2019,13.5,2925.0,2925.0,28161.0,77.0,-0.02544817972974864
199,2014 Hyundai Grand i10 Asta Option,Dec-14,Comprehensive,Petrol,5,25260.0,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,4.37,-0.04639276924180277
200,2019 BMW 5 Series 520d Luxury Line,Mar-20,Zero Dep,Diesel,5,21421.0,Second Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.9,-0.03441660508875846
201,2015 Hyundai i10 Sportz,Apr-15,Comprehensive,Petrol,5,70215.0,First Owner,Manual,2015,20.36,1197.0,1197.0,789.0,3.08,-0.04676477145122794
202,2022 Hyundai Alcazar Platinum (O) Diesel AT,Feb-22,Comprehensive,Diesel,6,32900.0,First Owner,Automatic,2022,23.8,1493.0,1493.0,11398.0,20.0,-0.04188548665783739
203,2021 Mercedes-Benz C-Class Progressive C 200,Aug-21,Third Party insurance,Petrol,5,40045.0,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,43.9,-0.034993352700270354
204,2010 Maruti A-Star Vxi,Jan-11,Comprehensive,Petrol,5,75000.0,First Owner,Manual,2010,19.0,998.0,998.0,661.0,1.68,-0.04716849477928626
205,2019 Mercedes-Benz C-Class Progressive C 200,Aug-21,Third Party insurance,Petrol,5,32325.0,First Owner,Automatic,2019,11.9,1950.0,1950.0,20115.0,44.9,-0.03470497889451441
206,2021 MG Gloster Savvy 6-Str,Nov-21,Third Party insurance,Diesel,6,68000.0,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,33.0,-0.03813662718301013
207,2015 Hyundai Grand i10 Nios AMT Asta,Oct-15,Comprehensive,Petrol,5,78501.0,First Owner,Automatic,2015,20.7,1197.0,1197.0,8186.0,3.94,-0.04651676997827783
208,2018 Land Rover Discovery Sport Petrol SE 7S,Jan-19,Zero Dep,Petrol,7,46853.0,First Owner,Automatic,2018,12.83,1997.0,1997.0,23736.0,45.9,-0.03441660508875846
209,2021 Maruti Baleno Zeta,Jun-21,Comprehensive,Petrol,5,27114.0,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.18,-0.045582438847628574
210,2023 Hyundai i20 N-Line N8 DCT BSVI,2023,Third Party insurance,Petrol,5,10000.0,998 cc,2023,Power Steering,998.0,11841.0,11841.0,172.0,11.7,-0.044278989245611716
211,2017 Hyundai Creta 1.6 VTVT AT SX Plus,Mar-17,Third Party insurance,Petrol,5,88000.0,First Owner,Automatic,2017,13.0,1591.0,1591.0,1213.0,8.65,-0.04515852935316734
212,2013 Maruti Swift Dzire VXI,Jul-13,Comprehensive,Petrol,5,58382.0,First Owner,Manual,2013,19.1,1197.0,1197.0,858.0,3.54,-0.04663211950058021
213,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,30000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,19.5,-0.04202967356071536
214,2015 Skoda Rapid 1.6 MPI Ambition Plus,2015,Third Party insurance,Petrol,5,80000.0,Second Owner,Manual,2015,15.0,1598.0,1598.0,1036.0,3.3,-0.04670132921396163
215,2020 Mercedes-Benz C-Class Progressive C 200,Aug-20,Zero Dep,Petrol,5,32628.0,First Owner,Automatic,2020,11.9,1950.0,1950.0,20115.0,41.9,-0.03557010031178224
216,2021 MG Gloster Savvy 6-Str,May-21,Comprehensive,Diesel,6,35000.0,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,36.0,-0.0372715057657423
217,2014 Hyundai Grand i10 Magna,Dec-14,Comprehensive,Petrol,5,67264.0,Second Owner,Manual,2014,1197.0,82.0,82.0,114.0,3.27,-0.04670998042813431
218,2019 Mercedes-Benz V-Class 2019-2022 Exclusive,Mar-19,Zero Dep,Diesel,6,17000.0,First Owner,Automatic,2019,16.0,1950.0,1950.0,16092.0,65.0,-0.028908665398819956
219,2013 Maruti Wagon R LXI CNG,Aug-13,Comprehensive,CNG,5,77584.0,Second Owner,Manual,2013,26.6,998.0,998.0,5816.0,2.8,-0.046845516116839604
220,2016 Mercedes-Benz S-Class Maybach S500,Sep-16,Comprehensive,Petrol,4,50000.0,First Owner,Automatic,2016,7.81,4663.0,4663.0,459.0,98.5,-0.019248142905995868
221,2017 Mahindra Scorpio S6 Plus 7 Seater,2017,Third Party insurance,Diesel,7,70000.0,First Owner,Manual,2017,15.4,2179.0,2179.0,120.0,9.0,-0.04505759852115276
222,2013 Maruti Swift LXI BSIV,Oct-13,Comprehensive,Petrol,5,71977.0,Second Owner,Manual,2013,1197.0,8180.0,8180.0,113.0,2.94,-0.046805143784033776
223,2017 Maruti Ignis 1.2 Zeta BSIV,Nov-17,Comprehensive,Petrol,5,52690.0,Second Owner,Manual,2017,20.89,1197.0,1197.0,8180.0,4.2,-0.046441792788781286
224,2022 Hyundai Creta SX Opt IVT,Aug-22,Comprehensive,Petrol,5,11900.0,First Owner,Automatic,2022,14.0,1497.0,1497.0,11318.0,18.25,-0.04239014081791029
225,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,53747.0,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.77,-0.045989045913744454
226,2019 BMW X3 xDrive 20d Luxury Line,Jan-20,Zero Dep,Diesel,5,32321.0,First Owner,Automatic,2019,16.55,1995.0,1995.0,1877.0,49.9,-0.03326310986573469
227,2015 Honda Brio S MT,May-15,Comprehensive,Petrol,5,55485.0,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.35,-0.04668691052367384
228,2020 MG Hector Plus Smart DCT,2020,Third Party insurance,Petrol,6,20000.0,1451 cc,2020,Power Windows Front,1451.0,141.0,141.0,250.0,17.5,-0.042606421172227245
229,2018 Land Rover Range Rover Velar P250 R-Dynamic SE,Nov-18,Third Party insurance,Petrol,5,54000.0,Second Owner,Automatic,2018,15.8,1997.0,1997.0,247.0,59.75,-0.03042262787903866
230,2017 Maruti Baleno 1.2 Zeta,Sep-17,Comprehensive,Petrol,5,49404.0,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.44,-0.04608420926964392
231,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
232,2018 Ford Endeavour 3.2 Titanium AT 4X4,2018,Third Party insurance,Diesel,7,100000.0,First Owner,Automatic,2018,10.91,3198.0,3198.0,197.0,22.5,-0.04116455214344753
233,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
234,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
235,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
236,2021 MG Gloster Savvy 6-Str,May-21,Comprehensive,Diesel,6,35000.0,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,36.0,-0.0372715057657423
237,2014 Hyundai Grand i10 Magna,Dec-14,Comprehensive,Petrol,5,67264.0,Second Owner,Manual,2014,1197.0,82.0,82.0,114.0,3.27,-0.04670998042813431
238,2019 Mercedes-Benz V-Class 2019-2022 Exclusive,Mar-19,Zero Dep,Diesel,6,17000.0,First Owner,Automatic,2019,16.0,1950.0,1950.0,16092.0,65.0,-0.028908665398819956
239,2013 Maruti Wagon R LXI CNG,Aug-13,Comprehensive,CNG,5,77584.0,Second Owner,Manual,2013,26.6,998.0,998.0,5816.0,2.8,-0.046845516116839604
240,2016 Mercedes-Benz S-Class Maybach S500,Sep-16,Comprehensive,Petrol,4,50000.0,First Owner,Automatic,2016,7.81,4663.0,4663.0,459.0,98.5,-0.019248142905995868
241,2017 Mahindra Scorpio S6 Plus 7 Seater,2017,Third Party insurance,Diesel,7,70000.0,First Owner,Manual,2017,15.4,2179.0,2179.0,120.0,9.0,-0.04505759852115276
242,2013 Maruti Swift LXI BSIV,Oct-13,Comprehensive,Petrol,5,71977.0,Second Owner,Manual,2013,1197.0,8180.0,8180.0,113.0,2.94,-0.046805143784033776
243,2017 Maruti Ignis 1.2 Zeta BSIV,Nov-17,Comprehensive,Petrol,5,52690.0,Second Owner,Manual,2017,20.89,1197.0,1197.0,8180.0,4.2,-0.046441792788781286
244,2022 Hyundai Creta SX Opt IVT,Aug-22,Comprehensive,Petrol,5,11900.0,First Owner,Automatic,2022,14.0,1497.0,1497.0,11318.0,18.25,-0.04239014081791029
245,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,53747.0,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.77,-0.045989045913744454
246,2019 BMW X3 xDrive 20d Luxury Line,Jan-20,Zero Dep,Diesel,5,32321.0,First Owner,Automatic,2019,16.55,1995.0,1995.0,1877.0,49.9,-0.03326310986573469
247,2015 Honda Brio S MT,May-15,Comprehensive,Petrol,5,55485.0,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.35,-0.04668691052367384
248,2020 MG Hector Plus Smart DCT,2020,Third Party insurance,Petrol,6,20000.0,1451 cc,2020,Power Windows Front,1451.0,141.0,141.0,250.0,17.5,-0.042606421172227245
249,2018 Land Rover Range Rover Velar P250 R-Dynamic SE,Nov-18,Third Party insurance,Petrol,5,54000.0,Second Owner,Automatic,2018,15.8,1997.0,1997.0,247.0,59.75,-0.03042262787903866
250,2017 Maruti Baleno 1.2 Zeta,Sep-17,Comprehensive,Petrol,5,49404.0,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.44,-0.04608420926964392
251,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
252,2018 Ford Endeavour 3.2 Titanium AT 4X4,2018,Third Party insurance,Diesel,7,100000.0,First Owner,Automatic,2018,10.91,3198.0,3198.0,197.0,22.5,-0.04116455214344753
253,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
254,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
255,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
256,2022 Mahindra Scorpio N Z8L AT BSVI,Apr-22,Comprehensive,Petrol,7,8000.0,First Owner,Automatic,2022,1997.0,200.0,200.0,380.0,24.0,-0.04073199143481362
257,2014 Maruti Wagon R VXi BSII,Oct-14,Comprehensive,Petrol,5,33841.0,First Owner,Manual,2014,998.0,671.0,671.0,90.0,3.17,-0.046738817808709913
258,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
259,2023 Volkswagen Virtus Topline BSVI,May-23,Comprehensive,Petrol,5,9246.0,First Owner,Manual,2023,19.4,999.0,999.0,11398.0,15.62,-0.04314856392704842
260,2018 Toyota Innova Crysta 2.7 ZX AT BSIV,Feb-18,Comprehensive,Petrol,7,42000.0,First Owner,Automatic,2018,10.75,2694.0,2694.0,1637.0,17.9,-0.04249107164992487
261,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
262,2018 Tata Tiago 1.05 Revotorq XT,Aug-18,Comprehensive,Diesel,5,42462.0,First Owner,Manual,2018,27.28,1047.0,1047.0,69.0,4.3,-0.04641295540820569
263,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
264,2021 Mahindra Alturas G4 4X4 AT,Jan-21,Third Party insurance,Diesel,7,30000.0,First Owner,Automatic,2021,12.05,2157.0,2157.0,17849.0,24.75,-0.04051571108049666
265,2012 Hyundai i20 Magna,Nov-12,Comprehensive,Petrol,5,96660.0,First Owner,Manual,2012,18.5,1197.0,1197.0,8285.0,2.47,-0.04694067947273907
266,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,18.2,-0.04240455950819809
267,2014 Hyundai Grand i10 Asta,Sep-14,Comprehensive,Petrol,5,38963.0,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,4.13,-0.046461978955184204
268,2011 Hyundai i20 1.2 Magna,2011,Third Party insurance,Petrol,5,70000.0,Second Owner,Manual,2011,18.5,1197.0,1197.0,805200.0,1.6,-0.04719156468374674
269,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,19.5,-0.04202967356071536
270,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Nov-17,Comprehensive,Petrol,5,63249.0,First Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.59,-0.046329327004536465
271,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000.0,1995 cc,2017,Power Steering,1995.0,188.0,188.0,400.0,19.5,-0.04202967356071536
272,2021 BMW 2 Series Black Shadow Edition,2021,Third Party insurance,Petrol,4,40000.0,1998 cc,2021,Power Steering,1998.0,18740.0,18740.0,280.0,32.0,-0.03842500098876607
273,2016 Maruti Ertiga ZXI Plus,Aug-16,Comprehensive,Petrol,7,82000.0,First Owner,Manual,2016,19.01,1462.0,1462.0,10326.0,7.49,-0.04549304296784423
274,2019 Maruti Ciaz 1.4 Sigma,Nov-19,Comprehensive,Petrol,5,38000.0,First Owner,Manual,2019,20.73,1373.0,1373.0,911.0,6.75,-0.045706439584103635
275,2020 Kia Carnival Prestige,Nov-20,Third Party insurance,Diesel,7,40500.0,First Owner,Automatic,2020,14.11,2199.0,2199.0,19726.0,25.25,-0.04037152417761869
276,2020 Kia Sonet GTX Plus Diesel BSVI,Oct-20,Zero Dep,Diesel,5,40000.0,First Owner,Manual,2020,1493.0,9863.0,9863.0,240.0,11.55,-0.0443222453164751
277,2015 Hyundai i10 Sportz,Aug-15,Comprehensive,Petrol,5,65170.0,Second Owner,Manual,2015,20.36,1197.0,1197.0,789.0,3.02,-0.0467820738795733
278,2018 Honda WR-V i-VTEC VX,Feb-18,Comprehensive,Petrol,5,50000.0,First Owner,Manual,2018,17.5,1199.0,1199.0,887.0,7.25,-0.04556225268122566
279,2020 Renault KWID 1.0 RXL BSVI,Nov-20,Comprehensive,Petrol,5,34838.0,First Owner,Manual,2020,999.0,6706.0,6706.0,91.0,3.88,-0.04653407240662319
280,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,Jun-21,Comprehensive,Petrol,5,30466.0,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,10.5,-0.04462503781251884
281,2020 Mercedes-Benz E-Class Exclusive E 220d,Nov-20,Comprehensive,Diesel,5,32000.0,Second Owner,Automatic,2020,16.1,1950.0,1950.0,1917.0,44.5,-0.03482032841681679
282,2018 Volvo S90 D4 Momentum BSIV,Jul-18,Third Party insurance,Diesel,5,50000.0,First Owner,Automatic,2018,18.0,1969.0,1969.0,190.0,33.0,-0.03813662718301013
283,2014 Maruti Swift Dzire VXI,Oct-14,Comprehensive,Petrol,5,48946.0,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,4.11,-0.04646774643129932
284,2017 BMW X3 xDrive20d xLine,Mar-17,Comprehensive,Diesel,5,43498.0,Second Owner,Automatic,2017,18.56,1995.0,1995.0,190.0,29.9,-0.03903058598085355
285,2022 Mahindra Thar LX 4-Str Convert Top AT BSVI,Feb-22,Comprehensive,Petrol,4,8744.0,First Owner,Automatic,2022,15.2,1997.0,1997.0,150.0,16.01,-0.043036098142803604
286,2020 Hyundai Venue E Diesel,2020,Third Party insurance,Diesel,5,30000.0,First Owner,Manual,2020,1493.0,986.0,986.0,24026.0,7.8,-0.04540364708805989
287,2017 Land Rover Discovery Sport Petrol HSE 7S,Nov-17,Comprehensive,Petrol,7,72000.0,First Owner,Automatic,2017,12.81,1997.0,1997.0,23736.0,32.5,-0.0382808140858881
288,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,71361.0,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.52,-0.04606113936518344
289,2017 BMW X1 sDrive 20d xLine,Jul-17,Comprehensive,Diesel,5,60500.0,First Owner,Automatic,2017,20.68,1995.0,1995.0,188.0,19.95,-0.04189990534812519
290,2021 Audi A6 45 TFSI Technology WO Matrix BSVI,2021,Third Party insurance,Petrol,5,30000.0,First Owner,Automatic,2021,14.11,1984.0,1984.0,2413.0,49.5,-0.033378459388037074
